event_id,user_id,event_type,event_timestamp
1915,998,feature_use,2024-11-20 21:12:05
1916,525,signup,2025-11-27 09:50:46
1917,866,login,2025-05-27 14:07:25
1918,596,login,2025-12-14 10:05:05
1919,328,login,2025-06-16 02:28:56
1920,366,signup,2024-08-05 20:17:51
1921,280,upgrade_click,2025-10-03 06:17:14
1922,652,signup,2024-11-09 12:01:43
1923,297,billing_page_view,2025-04-05 13:00:46
1924,655,billing_page_view,2025-05-07 20:04:35
1925,199,login,2025-09-15 19:19:36
1926,784,billing_page_view,2024-12-20 09:46:08
1927,771,billing_page_view,2025-04-08 21:49:10
1928,331,feature_use,2025-08-07 19:17:41
1929,278,feature_use,2025-11-23 02:23:57
1930,99,billing_page_view,2025-08-04 02:19:00
1931,361,login,2025-10-23 11:42:02
1932,14,billing_page_view,2025-09-11 14:13:50
1933,289,upgrade_click,2025-04-13 17:29:18
1934,422,login,2025-03-24 07:53:44
1935,105,login,2024-08-02 05:30:25
1936,516,login,2025-07-05 20:55:37
1937,815,billing_page_view,2025-08-28 23:02:38
1938,707,billing_page_view,2025-05-29 06:52:43
1939,730,signup,2025-10-25 00:22:18
1940,428,signup,2025-11-21 17:01:21
1941,120,signup,2024-12-12 22:20:40
1942,492,feature_use,2025-10-29 05:33:05
1943,708,login,2025-08-13 14:46:04
1944,837,billing_page_view,2025-03-25 06:19:10
1945,536,feature_use,2025-12-14 02:20:26
1946,177,signup,2025-04-21 15:43:34
1947,763,login,2024-12-05 02:48:22
1948,132,login,2025-12-11 19:24:45
1949,705,feature_use,2025-04-08 23:39:12
1950,129,login,2025-08-22 11:51:35
1951,81,signup,2025-06-29 22:56:25
1952,80,upgrade_click,2024-03-10 14:34:36
1953,776,signup,2025-01-06 23:02:08
1954,202,signup,2024-07-05 17:51:42
1955,813,billing_page_view,2025-12-24 19:56:45
1956,61,signup,2025-01-14 08:19:43
1957,931,signup,2025-06-01 12:29:39
1958,68,signup,2024-12-28 07:05:07
1959,773,signup,2024-04-02 22:57:26
1960,943,login,2025-10-06 17:06:27
1961,602,login,2025-02-17 08:43:32
1962,687,signup,2025-11-21 06:15:56
1963,93,feature_use,2024-09-12 01:22:43
1964,972,feature_use,2025-10-14 03:40:27
1965,361,billing_page_view,2024-05-26 17:00:20
1966,800,billing_page_view,2025-03-24 19:53:54
1967,584,signup,2025-05-02 12:56:50
1968,840,signup,2025-09-16 01:11:34
1969,542,login,2024-09-11 13:08:14
1970,988,login,2025-06-04 11:05:44
1971,924,signup,2024-12-09 08:41:49
1972,947,billing_page_view,2025-05-14 02:46:04
1973,872,upgrade_click,2025-07-11 17:31:47
1974,376,billing_page_view,2025-12-05 18:46:03
1975,190,signup,2025-02-17 11:57:54
1976,186,feature_use,2025-10-29 04:21:38
1977,389,login,2025-09-14 16:49:21
1978,527,upgrade_click,2025-12-21 12:33:35
1979,116,feature_use,2025-12-02 16:51:01
1980,127,signup,2025-11-23 05:37:46
1981,533,upgrade_click,2025-01-04 13:35:24
1982,781,feature_use,2025-10-25 03:32:56
1983,571,signup,2025-12-14 21:36:05
1984,85,upgrade_click,2025-02-05 20:30:52
1985,119,feature_use,2025-11-01 10:25:11
1986,468,upgrade_click,2025-07-05 08:13:49
1987,232,upgrade_click,2025-10-15 02:52:13
1988,298,login,2025-03-06 09:47:01
1989,878,upgrade_click,2024-12-05 01:36:31
1990,962,feature_use,2025-08-26 11:55:17
1991,184,upgrade_click,2024-12-08 22:20:43
1992,689,upgrade_click,2025-10-10 05:04:05
1993,449,signup,2025-05-04 23:07:58
1994,123,upgrade_click,2024-10-03 08:33:54
1995,411,login,2025-07-23 12:07:09
1996,67,login,2025-10-15 06:01:22
1997,347,billing_page_view,2025-11-16 10:38:51
1998,865,signup,2025-07-11 00:14:48
1999,239,upgrade_click,2025-12-30 08:56:08
2000,743,feature_use,2025-08-23 16:05:12
2001,784,upgrade_click,2025-05-08 00:34:53
2002,365,billing_page_view,2025-11-30 04:45:20
2003,973,upgrade_click,2025-11-01 12:50:37
2004,524,login,2025-09-24 07:26:56
2005,787,signup,2025-11-16 03:22:32
2006,126,upgrade_click,2025-02-19 17:11:51
2007,510,login,2025-05-29 06:49:48
2008,31,signup,2025-12-20 05:00:41
2009,851,upgrade_click,2025-11-19 07:29:31
2010,695,login,2024-12-23 09:19:03
2011,392,feature_use,2025-11-09 09:33:55
2012,157,billing_page_view,2025-02-11 03:43:03
2013,639,signup,2025-03-02 09:53:40
2014,677,upgrade_click,2025-10-10 20:33:00
2015,812,login,2025-01-10 23:16:35
2016,301,upgrade_click,2025-08-16 06:18:44
2017,503,feature_use,2025-12-27 02:03:22
2018,556,billing_page_view,2025-08-22 21:27:35
2019,560,signup,2024-12-29 20:41:59
2020,441,upgrade_click,2025-08-25 03:12:18
2021,461,upgrade_click,2025-09-22 03:54:15
2022,454,signup,2025-03-23 00:36:48
2023,34,billing_page_view,2025-03-24 09:04:49
2024,676,login,2025-11-03 20:17:24
2025,504,login,2025-10-17 12:28:40
2026,320,upgrade_click,2025-09-05 22:02:50
2027,500,signup,2025-10-10 17:05:59
2028,583,upgrade_click,2025-08-06 07:22:12
2029,676,billing_page_view,2025-12-22 12:49:12
2030,586,upgrade_click,2025-12-07 05:30:44
2031,576,billing_page_view,2025-01-07 09:50:50
2032,58,feature_use,2025-10-29 23:59:07
2033,507,billing_page_view,2025-10-24 17:19:47
2034,693,feature_use,2025-09-17 11:59:53
2035,329,signup,2025-10-09 23:07:41
2036,605,login,2025-04-24 12:32:04
2037,858,feature_use,2025-11-27 13:47:50
2038,829,billing_page_view,2025-11-01 08:56:51
2039,28,feature_use,2025-12-16 18:50:53
2040,390,upgrade_click,2025-11-19 10:50:31
2041,354,upgrade_click,2025-05-11 18:53:35
2042,360,login,2025-11-17 17:46:05
2043,254,feature_use,2025-07-04 02:50:10
2044,607,signup,2025-10-09 11:51:25
2045,890,signup,2024-12-18 19:58:48
2046,346,signup,2025-01-24 20:54:52
2047,552,signup,2025-07-13 15:37:45
2048,472,upgrade_click,2025-11-30 21:40:48
2049,582,upgrade_click,2025-03-19 19:49:06
2050,274,upgrade_click,2024-10-17 20:19:33
2051,603,feature_use,2025-06-07 15:15:31
2052,387,feature_use,2025-10-28 13:52:01
2053,587,upgrade_click,2025-12-09 08:55:45
2054,103,feature_use,2025-08-16 23:12:16
2055,509,feature_use,2025-04-05 12:17:04
2056,171,feature_use,2025-11-05 13:13:20
2057,373,login,2025-10-25 15:51:57
2058,509,signup,2025-07-17 13:32:18
2059,861,login,2025-12-12 02:20:06
2060,295,signup,2025-11-02 17:51:22
2061,305,upgrade_click,2025-06-17 11:12:02
2062,824,billing_page_view,2025-02-10 10:49:11
2063,761,billing_page_view,2025-01-15 10:13:05
2064,98,feature_use,2025-07-30 15:06:59
2065,69,upgrade_click,2025-12-29 13:28:04
2066,438,feature_use,2025-12-01 08:43:39
2067,815,feature_use,2025-02-22 18:32:16
2068,517,feature_use,2025-12-05 14:00:30
2069,444,billing_page_view,2025-12-21 09:57:58
2070,321,upgrade_click,2025-04-17 09:42:19
2071,412,billing_page_view,2025-12-16 02:22:20
2072,528,billing_page_view,2024-12-22 00:47:36
2073,185,billing_page_view,2025-05-30 05:23:43
2074,884,billing_page_view,2025-08-23 10:40:08
2075,512,upgrade_click,2024-07-30 09:43:40
2076,275,billing_page_view,2025-12-13 11:48:33
2077,829,upgrade_click,2025-07-25 05:39:42
2078,958,signup,2025-11-19 17:10:31
2079,535,feature_use,2025-06-24 22:10:30
2080,474,login,2024-10-01 18:08:31
2081,155,feature_use,2025-12-03 18:31:45
2082,865,upgrade_click,2025-07-23 02:07:03
2083,327,login,2025-01-15 01:00:58
2084,867,feature_use,2025-03-05 08:24:31
2085,844,login,2025-06-22 11:26:58
2086,263,upgrade_click,2025-06-05 09:46:44
2087,245,login,2024-07-05 04:53:07
2088,197,login,2025-06-03 18:13:17
2089,817,feature_use,2025-12-24 06:19:53
2090,476,billing_page_view,2025-11-26 06:02:44
2091,447,signup,2025-05-31 21:30:12
2092,207,feature_use,2025-12-04 17:39:57
2093,140,feature_use,2024-05-27 15:14:37
2094,809,feature_use,2025-12-20 01:31:07
2095,675,login,2025-10-16 17:54:21
2096,660,upgrade_click,2024-12-21 19:16:06
2097,802,signup,2024-09-04 11:07:33
2098,881,feature_use,2024-12-21 04:33:36
2099,617,signup,2024-12-16 10:44:03
2100,923,feature_use,2025-10-16 00:47:21
2101,688,signup,2025-07-25 15:23:40
2102,407,login,2025-11-24 06:21:15
2103,242,billing_page_view,2025-09-19 17:38:33
2104,753,signup,2025-08-03 06:39:15
2105,535,billing_page_view,2025-12-21 22:57:08
2106,973,feature_use,2025-11-24 23:53:22
2107,509,login,2024-05-20 02:21:33
2108,615,feature_use,2024-05-03 23:24:19
2109,338,upgrade_click,2025-10-09 20:37:48
2110,826,login,2025-11-12 07:40:36
2111,958,login,2025-07-31 10:50:58
2112,148,login,2024-09-02 23:09:27
2113,220,upgrade_click,2025-12-16 07:52:14
2114,419,billing_page_view,2025-08-08 09:09:05
2115,58,billing_page_view,2025-11-18 05:14:11
2116,384,feature_use,2025-01-19 17:45:07
2117,559,upgrade_click,2025-08-04 03:51:22
2118,700,feature_use,2024-10-28 08:14:06
2119,901,feature_use,2025-03-17 13:20:48
2120,487,feature_use,2025-08-26 19:34:42
2121,22,billing_page_view,2025-06-20 07:04:58
2122,36,signup,2025-11-10 08:44:22
2123,708,feature_use,2025-05-10 03:52:52
2124,566,feature_use,2024-12-23 19:08:43
2125,655,signup,2025-08-26 22:03:16
2126,548,upgrade_click,2025-02-11 14:28:40
2127,398,upgrade_click,2025-11-08 18:19:45
2128,950,feature_use,2024-12-10 11:29:35
2129,93,login,2025-12-30 17:18:45
2130,305,login,2024-09-08 09:53:18
2131,938,feature_use,2025-04-27 20:40:46
2132,901,signup,2025-10-06 13:46:20
2133,281,upgrade_click,2025-09-22 13:16:03
2134,483,upgrade_click,2025-12-08 09:35:38
2135,949,upgrade_click,2025-08-20 05:11:44
2136,898,signup,2025-12-21 06:36:05
2137,845,feature_use,2025-07-23 06:30:29
2138,519,feature_use,2024-08-13 13:10:29
2139,431,billing_page_view,2025-10-23 16:15:16
2140,756,upgrade_click,2025-04-23 21:42:06
2141,712,signup,2024-04-22 05:51:27
2142,657,login,2025-11-16 08:09:04
2143,646,login,2025-06-04 04:50:01
2144,4,login,2025-11-11 14:26:20
2145,644,feature_use,2024-09-23 07:49:08
2146,590,signup,2025-01-15 22:27:29
2147,162,billing_page_view,2025-04-10 20:56:51
2148,731,billing_page_view,2025-02-24 01:06:30
2149,703,feature_use,2025-09-07 16:50:54
2150,463,login,2025-01-31 13:22:43
2151,267,billing_page_view,2024-12-08 17:53:00
2152,847,feature_use,2025-05-18 10:32:30
2153,204,upgrade_click,2025-08-25 09:19:39
2154,377,upgrade_click,2025-08-21 07:39:55
2155,898,billing_page_view,2025-09-26 06:26:19
2156,230,signup,2025-05-06 01:15:38
2157,946,billing_page_view,2025-12-12 05:28:09
2158,642,signup,2025-12-25 18:36:56
2159,998,login,2025-08-14 04:13:28
2160,269,login,2025-12-19 01:01:42
2161,51,billing_page_view,2025-11-04 20:57:29
2162,440,feature_use,2025-10-27 08:07:54
2163,153,feature_use,2024-07-27 04:13:20
2164,175,signup,2025-12-05 07:05:13
2165,15,billing_page_view,2025-09-22 03:21:57
2166,446,upgrade_click,2025-07-11 09:43:39
2167,122,login,2024-09-08 08:41:02
2168,196,feature_use,2025-05-31 18:22:50
2169,765,upgrade_click,2025-07-29 19:57:43
2170,134,login,2025-05-13 00:10:29
2171,615,feature_use,2024-07-15 10:27:09
2172,745,login,2025-10-14 23:51:20
2173,429,upgrade_click,2025-06-25 01:10:08
2174,812,signup,2024-05-07 08:34:19
2175,298,login,2024-10-28 08:17:44
2176,633,login,2025-02-19 06:48:53
2177,379,upgrade_click,2025-07-26 09:03:01
2178,88,upgrade_click,2025-11-02 00:02:52
2179,137,upgrade_click,2024-11-18 01:44:30
2180,704,upgrade_click,2025-07-05 10:00:43
2181,726,billing_page_view,2025-08-31 18:42:54
2182,263,signup,2025-01-29 17:51:19
2183,571,signup,2024-07-17 15:13:21
2184,341,upgrade_click,2024-08-01 09:45:42
2185,931,billing_page_view,2025-08-19 04:39:43
2186,962,billing_page_view,2025-08-20 00:27:38
2187,727,signup,2024-11-17 08:24:10
2188,260,billing_page_view,2025-02-04 21:20:40
2189,391,upgrade_click,2025-06-09 11:34:22
2190,688,login,2024-12-15 02:05:59
2191,992,signup,2025-07-03 14:57:42
2192,595,feature_use,2024-09-19 07:44:26
2193,174,upgrade_click,2025-12-26 06:31:10
2194,953,upgrade_click,2025-12-15 05:35:05
2195,136,feature_use,2025-02-17 19:34:47
2196,728,upgrade_click,2025-05-26 23:48:58
2197,146,signup,2024-10-27 06:19:11
2198,321,login,2024-12-17 07:14:32
2199,512,feature_use,2025-12-24 01:17:04
2200,766,upgrade_click,2024-11-15 01:55:33
2201,290,billing_page_view,2025-03-25 10:42:32
2202,850,feature_use,2025-12-28 11:38:35
2203,530,upgrade_click,2024-12-19 02:56:06
2204,915,feature_use,2025-10-17 00:26:24
2205,755,login,2025-07-25 14:01:32
2206,570,upgrade_click,2025-08-12 15:11:14
2207,55,login,2025-12-13 14:03:13
2208,56,login,2025-11-06 07:36:50
2209,37,feature_use,2025-12-10 19:52:41
2210,168,upgrade_click,2025-09-22 19:59:14
2211,119,signup,2025-12-14 04:54:10
2212,453,billing_page_view,2025-12-15 15:41:16
2213,497,upgrade_click,2025-10-30 18:37:46
2214,116,login,2025-11-16 12:41:10
2215,127,signup,2025-11-11 22:38:13
2216,209,login,2025-11-10 14:02:21
2217,855,billing_page_view,2025-06-17 08:37:23
2218,843,billing_page_view,2025-09-26 22:36:05
2219,913,login,2025-11-16 21:49:05
2220,598,billing_page_view,2024-02-13 04:54:32
2221,786,login,2025-07-24 16:07:40
2222,427,signup,2025-12-30 08:10:46
2223,253,upgrade_click,2025-12-05 04:19:13
2224,694,feature_use,2025-07-25 14:59:18
2225,27,signup,2025-09-22 09:41:35
2226,404,billing_page_view,2024-11-21 03:37:53
2227,952,feature_use,2025-11-16 07:09:38
2228,158,signup,2024-10-20 10:15:35
2229,472,upgrade_click,2025-12-02 06:42:14
2230,465,feature_use,2025-12-26 00:10:38
2231,609,feature_use,2024-10-12 12:13:11
2232,994,billing_page_view,2025-09-29 06:10:15
2233,974,feature_use,2025-06-16 23:13:00
2234,971,billing_page_view,2025-12-19 00:37:26
2235,133,signup,2025-01-10 04:09:49
2236,821,feature_use,2025-11-04 23:11:49
2237,331,signup,2025-04-28 13:37:26
2238,561,signup,2025-09-27 05:38:32
2239,409,login,2024-11-29 04:35:59
2240,246,signup,2025-08-15 22:10:42
2241,22,login,2025-11-28 00:52:40
2242,167,upgrade_click,2025-01-20 18:13:08
2243,292,login,2025-11-01 16:05:09
2244,124,upgrade_click,2024-11-29 21:18:47
2245,821,feature_use,2025-08-14 21:52:21
2246,926,billing_page_view,2025-10-19 00:18:28
2247,135,signup,2025-11-03 10:32:06
2248,853,billing_page_view,2025-03-05 09:53:30
2249,205,upgrade_click,2025-11-11 12:54:15
2250,907,upgrade_click,2025-12-13 16:18:50
2251,275,billing_page_view,2025-10-16 08:08:40
2252,434,upgrade_click,2025-04-30 00:55:59
2253,831,billing_page_view,2025-11-02 12:06:15
2254,191,upgrade_click,2025-05-26 04:19:15
2255,96,billing_page_view,2024-03-11 09:49:14
2256,350,login,2025-01-23 00:43:47
2257,664,login,2025-07-02 00:22:34
2258,954,billing_page_view,2025-12-29 12:04:05
2259,645,billing_page_view,2025-10-27 16:17:20
2260,86,upgrade_click,2025-09-15 21:32:54
2261,448,upgrade_click,2025-04-29 18:02:24
2262,308,login,2024-08-18 10:13:35
2263,701,feature_use,2025-12-29 07:20:36
2264,862,billing_page_view,2024-07-22 03:14:14
2265,438,billing_page_view,2025-12-09 16:31:19
2266,49,signup,2025-12-22 11:54:35
2267,940,billing_page_view,2025-11-01 09:04:43
2268,111,upgrade_click,2025-10-22 07:37:03
2269,423,upgrade_click,2024-12-17 09:18:58
2270,677,feature_use,2025-11-17 13:12:06
2271,364,billing_page_view,2025-05-28 22:56:18
2272,84,signup,2025-12-07 18:13:18
2273,117,upgrade_click,2025-11-02 20:42:49
2274,184,upgrade_click,2025-04-19 12:36:20
2275,47,upgrade_click,2024-12-26 16:38:55
2276,898,feature_use,2025-11-28 18:38:31
2277,322,upgrade_click,2025-08-15 01:10:43
2278,776,upgrade_click,2025-07-11 14:32:58
2279,639,feature_use,2025-12-03 17:33:33
2280,350,login,2025-12-05 19:02:40
2281,217,signup,2025-02-04 18:16:44
2282,765,feature_use,2025-10-23 04:21:42
2283,893,signup,2025-10-02 12:37:28
2284,445,signup,2025-04-30 01:29:26
2285,6,signup,2024-11-25 18:06:01
2286,14,upgrade_click,2025-09-18 08:20:41
2287,472,upgrade_click,2025-12-27 08:12:10
2288,890,billing_page_view,2025-09-18 20:44:06
2289,744,feature_use,2025-10-28 00:34:56
2290,634,billing_page_view,2025-10-25 18:56:38
2291,370,upgrade_click,2025-12-26 10:52:41
2292,824,signup,2025-04-11 01:55:44
2293,129,signup,2025-07-24 11:21:11
2294,196,signup,2025-01-31 22:12:00
2295,713,signup,2025-08-05 13:10:26
2296,215,login,2025-11-01 16:40:28
2297,666,upgrade_click,2025-01-19 19:06:35
2298,863,billing_page_view,2025-11-15 03:17:39
2299,196,feature_use,2025-01-11 20:54:00
2300,789,login,2025-10-26 22:52:42
2301,486,signup,2025-05-26 20:11:57
2302,120,login,2025-01-09 00:25:50
2303,757,upgrade_click,2025-10-29 17:22:40
2304,987,upgrade_click,2025-11-26 17:55:42
2305,21,billing_page_view,2025-09-14 13:47:43
2306,249,feature_use,2025-09-11 02:18:18
2307,584,signup,2025-09-05 03:13:11
2308,342,signup,2025-02-10 01:23:37
2309,646,upgrade_click,2025-11-08 04:28:47
2310,426,upgrade_click,2025-10-27 03:21:13
2311,755,billing_page_view,2025-10-01 11:01:40
2312,749,feature_use,2025-11-24 19:37:23
2313,38,upgrade_click,2025-08-06 15:35:37
2314,498,billing_page_view,2025-10-14 16:24:39
2315,743,upgrade_click,2025-11-18 23:05:54
2316,238,billing_page_view,2024-09-20 03:37:02
2317,20,billing_page_view,2025-11-15 23:20:30
2318,324,signup,2025-10-15 10:21:30
2319,275,upgrade_click,2025-12-21 13:11:35
2320,911,signup,2025-08-16 19:49:46
2321,507,upgrade_click,2025-10-12 16:04:32
2322,715,signup,2025-05-08 19:55:00
2323,166,login,2025-07-15 20:27:18
2324,481,upgrade_click,2024-10-05 01:46:47
2325,238,login,2025-09-02 07:01:11
2326,602,billing_page_view,2025-06-05 10:16:12
2327,874,login,2025-11-30 22:25:53
2328,905,upgrade_click,2025-10-15 23:18:55
2329,983,feature_use,2025-09-04 18:51:13
2330,816,login,2025-12-23 20:35:47
2331,637,feature_use,2025-11-28 01:24:55
2332,708,upgrade_click,2025-01-10 22:44:00
2333,133,login,2024-12-11 14:22:49
2334,161,upgrade_click,2025-12-30 19:29:50
2335,104,upgrade_click,2025-04-15 02:30:37
2336,311,login,2025-07-08 03:44:19
2337,571,signup,2024-07-08 13:03:47
2338,368,feature_use,2025-12-19 01:19:12
2339,366,login,2025-09-08 18:50:59
2340,179,signup,2025-05-04 01:31:37
2341,827,feature_use,2025-01-31 17:24:22
2342,441,billing_page_view,2025-08-24 03:08:07
2343,233,billing_page_view,2025-06-29 20:53:38
2344,230,feature_use,2025-11-02 21:15:11
2345,349,signup,2025-10-13 23:05:09
2346,789,login,2025-05-27 18:23:52
2347,874,billing_page_view,2025-12-19 03:45:32
2348,686,signup,2024-12-31 21:20:52
2349,949,upgrade_click,2025-09-30 00:50:26
2350,986,signup,2025-10-20 16:30:16
2351,999,billing_page_view,2024-06-03 05:58:02
2352,625,billing_page_view,2024-12-30 02:57:28
2353,43,signup,2025-08-15 00:25:55
2354,172,signup,2025-05-05 06:40:26
2355,892,feature_use,2024-09-06 12:40:36
2356,161,upgrade_click,2025-11-30 08:41:45
2357,781,upgrade_click,2025-11-22 05:38:56
2358,751,login,2025-06-27 13:29:21
2359,663,feature_use,2025-11-11 15:08:12
2360,839,signup,2024-10-22 00:15:53
2361,869,upgrade_click,2024-12-24 19:30:30
2362,993,signup,2025-10-04 11:04:09
2363,252,feature_use,2025-12-10 22:51:44
2364,294,login,2025-10-21 03:09:10
2365,88,feature_use,2025-11-26 19:51:40
2366,733,feature_use,2025-10-21 04:09:38
2367,645,login,2025-10-31 03:06:09
2368,156,upgrade_click,2025-12-29 10:10:28
2369,807,login,2025-06-20 14:48:37
2370,822,upgrade_click,2025-10-01 12:55:07
2371,941,upgrade_click,2025-12-20 22:26:23
2372,975,feature_use,2025-06-15 21:49:55
2373,967,upgrade_click,2025-12-27 04:20:04
2374,150,billing_page_view,2025-04-30 20:43:43
2375,967,signup,2025-12-27 10:08:00
2376,347,upgrade_click,2025-11-27 13:32:52
2377,791,upgrade_click,2024-10-08 15:14:02
2378,63,signup,2024-12-15 11:00:52
2379,677,billing_page_view,2024-12-28 05:57:03
2380,60,billing_page_view,2025-12-11 07:00:32
2381,997,upgrade_click,2025-07-06 20:21:05
2382,412,billing_page_view,2025-12-26 12:38:09
2383,895,feature_use,2024-12-04 08:59:32
2384,932,signup,2024-11-10 07:33:29
2385,847,billing_page_view,2025-04-11 07:29:27
2386,626,login,2025-12-16 11:13:16
2387,718,upgrade_click,2025-12-08 10:29:16
2388,660,billing_page_view,2025-04-27 07:58:00
2389,640,feature_use,2025-10-04 10:09:29
2390,909,login,2025-10-26 02:15:59
2391,903,signup,2025-12-27 19:54:49
2392,38,feature_use,2025-09-14 10:29:11
2393,400,billing_page_view,2025-06-22 22:27:27
2394,554,login,2024-08-22 12:47:56
2395,96,billing_page_view,2025-03-12 10:15:00
2396,320,feature_use,2025-04-07 22:24:17
2397,776,login,2025-06-14 18:02:12
2398,24,billing_page_view,2024-11-12 15:55:48
2399,607,login,2025-11-12 05:35:01
2400,853,upgrade_click,2025-01-15 01:53:28
2401,518,signup,2024-09-07 18:47:10
2402,862,feature_use,2024-10-26 16:49:48
2403,643,feature_use,2025-12-13 13:07:06
2404,127,signup,2025-10-13 15:13:32
2405,460,billing_page_view,2025-07-25 17:11:55
2406,755,upgrade_click,2024-07-13 01:11:05
2407,348,billing_page_view,2025-05-17 09:10:23
2408,580,billing_page_view,2025-11-02 12:59:38
2409,865,login,2025-09-23 06:55:05
2410,359,feature_use,2025-12-24 15:08:55
2411,683,billing_page_view,2025-12-29 02:20:44
2412,689,upgrade_click,2025-10-13 14:09:25
2413,533,signup,2025-04-01 08:13:11
2414,336,billing_page_view,2025-10-26 13:40:47
2415,198,upgrade_click,2025-11-05 03:37:43
2416,101,upgrade_click,2025-02-20 19:57:02
2417,849,signup,2025-05-15 01:13:25
2418,95,upgrade_click,2025-10-01 01:50:36
2419,910,upgrade_click,2024-08-27 00:33:21
2420,220,signup,2025-12-24 15:49:07
2421,379,billing_page_view,2025-08-31 20:26:32
2422,413,billing_page_view,2025-09-28 21:34:41
2423,532,feature_use,2025-08-21 15:16:43
2424,599,upgrade_click,2025-10-05 10:48:53
2425,451,upgrade_click,2025-09-26 05:42:24
2426,844,login,2025-05-05 05:48:16
2427,518,upgrade_click,2024-09-20 17:45:45
2428,729,login,2025-02-10 12:23:06
2429,992,billing_page_view,2025-10-24 05:17:31
2430,884,login,2025-07-27 20:22:54
2431,467,signup,2025-12-23 23:29:57
2432,765,billing_page_view,2024-11-09 19:42:13
2433,379,signup,2025-12-04 22:50:31
2434,617,signup,2025-03-12 09:13:34
2435,124,billing_page_view,2025-01-24 01:34:54
2436,297,billing_page_view,2024-09-22 06:54:48
2437,157,feature_use,2024-09-20 10:52:26
2438,313,feature_use,2025-05-09 10:13:04
2439,302,signup,2025-08-20 10:18:31
2440,811,login,2025-05-14 11:38:21
2441,803,signup,2025-09-05 14:07:11
2442,960,feature_use,2025-04-21 00:40:06
2443,221,upgrade_click,2025-11-13 18:36:02
2444,3,billing_page_view,2024-09-25 00:21:26
2445,358,signup,2024-09-16 11:29:39
2446,428,billing_page_view,2025-11-23 17:13:20
2447,318,upgrade_click,2025-10-06 10:36:17
2448,922,upgrade_click,2025-08-18 04:44:27
2449,487,login,2025-11-27 05:37:25
2450,781,billing_page_view,2025-09-11 21:33:38
2451,652,upgrade_click,2025-01-30 00:28:22
2452,684,login,2025-12-16 19:12:35
2453,888,feature_use,2025-09-04 08:22:16
2454,92,billing_page_view,2025-10-20 14:47:04
2455,681,upgrade_click,2025-12-12 18:30:11
2456,239,feature_use,2025-11-17 09:20:31
2457,554,upgrade_click,2024-02-19 14:08:28
2458,754,signup,2025-08-28 17:19:23
2459,887,signup,2025-12-17 00:28:39
2460,586,billing_page_view,2025-11-05 23:20:10
2461,661,billing_page_view,2025-03-30 01:43:41
2462,88,billing_page_view,2025-11-19 16:23:12
2463,555,signup,2025-12-26 00:10:15
2464,981,billing_page_view,2025-10-21 17:31:53
2465,194,upgrade_click,2025-10-06 11:42:46
2466,515,signup,2025-11-06 19:29:25
2467,675,login,2025-10-02 02:34:42
2468,986,feature_use,2024-01-20 17:41:35
2469,806,login,2025-03-23 22:14:29
2470,850,billing_page_view,2025-12-27 03:03:07
2471,455,billing_page_view,2024-04-03 17:57:07
2472,622,upgrade_click,2025-10-08 05:19:02
2473,604,upgrade_click,2024-10-01 22:33:21
2474,883,feature_use,2025-09-18 12:24:52
2475,448,upgrade_click,2025-06-08 02:27:23
2476,25,feature_use,2025-11-29 00:24:03
2477,392,signup,2025-09-02 22:32:07
2478,118,billing_page_view,2024-10-10 03:42:47
2479,173,login,2025-10-05 19:40:15
2480,188,signup,2025-09-02 05:56:26
2481,158,upgrade_click,2025-05-24 07:03:31
2482,695,signup,2025-02-16 16:58:29
2483,630,login,2025-09-16 07:55:44
2484,28,feature_use,2025-05-10 17:16:34
2485,400,feature_use,2025-06-12 08:21:46
2486,146,feature_use,2025-02-22 15:34:29
2487,265,signup,2025-11-30 22:01:05
2488,54,login,2025-04-11 15:59:27
2489,771,billing_page_view,2025-09-22 20:29:10
2490,243,billing_page_view,2025-07-28 21:48:10
2491,771,upgrade_click,2025-08-17 21:32:48
2492,973,feature_use,2025-09-06 08:19:05
2493,63,upgrade_click,2024-10-18 06:13:17
2494,567,signup,2025-07-24 02:13:39
2495,496,upgrade_click,2024-04-30 10:51:18
2496,649,signup,2025-05-31 18:37:08
2497,276,billing_page_view,2025-10-08 04:21:20
2498,692,login,2024-11-12 20:16:21
2499,782,login,2025-04-10 20:29:46
2500,312,upgrade_click,2025-12-13 08:12:59
2501,457,billing_page_view,2025-11-24 01:45:37
2502,209,login,2025-12-29 00:14:46
2503,383,login,2025-10-07 22:37:54
2504,801,billing_page_view,2025-05-23 05:04:14
2505,976,billing_page_view,2025-06-27 13:39:32
2506,463,signup,2024-02-27 11:03:39
2507,833,billing_page_view,2025-09-21 21:44:31
2508,297,signup,2024-12-30 00:13:14
2509,62,upgrade_click,2025-12-28 07:36:51
2510,280,upgrade_click,2025-08-21 10:27:16
2511,360,login,2025-12-25 21:30:43
2512,600,feature_use,2025-12-25 04:36:20
2513,47,billing_page_view,2025-02-25 09:01:04
2514,577,feature_use,2025-01-30 07:41:13
2515,92,signup,2025-05-16 12:30:31
2516,851,billing_page_view,2025-11-22 18:42:15
2517,287,login,2025-08-14 12:21:48
2518,626,feature_use,2025-07-08 01:15:56
2519,906,feature_use,2025-07-10 03:11:02
2520,771,upgrade_click,2025-11-04 20:44:46
2521,280,feature_use,2025-08-19 12:13:03
2522,350,upgrade_click,2024-07-10 14:18:50
2523,983,signup,2025-06-28 02:53:12
